Observer,Date,Time,Visit,foot_boat,Property,PointID,X-coord,Y_coord,Wind,Noise,Species,Min_1,Min_2,Min_3,Min_4,Min_5,Min_6,Min_7,Min_8,Min_9,Min_10,Notes
G. Loia,6/15/2017,8:55,1,Foot,Pungo,124,,,1,1,SESP,1,1,,,1,1,1,1,1,1,
G. Loia,6/15/2017,8:55,1,Foot,Pungo,124,,,1,1,SESP,,,,,,,,,1,,
G. Loia,6/15/2017,8:55,1,Foot,Pungo,124,,,1,1,KCRA,,,,,,,,,,1,
G. Loia,6/15/2017,8:55,1,Foot,Pungo,124,,,1,1,KCRA,,,,,,,,,,1,
A. VanVorst,6/15/2017,8:55,2,Foot,Pungo,124,,,1,1,SESP,,1,1,1,1,1,1,,,,
A. VanVorst,6/15/2017,8:55,2,Foot,Pungo,124,,,1,1,SESP,,1,1,,1,1,1,1,1,1,
A. VanVorst,6/15/2017,8:55,2,Foot,Pungo,124,,,1,1,SESP,,,,,,,1,1,1,,
A. VanVorst,6/15/2017,8:55,2,Foot,Pungo,124,,,1,1,KCRA,,,,,,,,,,1,
A. VanVorst,6/15/2017,8:55,2,Foot,Pungo,124,,,1,1,KCRA,,,,,,,,,,1,
G. Loia,6/15/2017,7:58,1,Foot,Pungo,125,,,1,1,NONE,,,,,,,,,,,
A. VanVorst,6/15/2017,7:58,2,Foot,Pungo,125,,,1,1,NONE,,,,,,,,,,,
E. Caffrey,4/10/2017,7:54,1,Foot,Long Shoal,130,,,0,1,VIRA,,,,,,,,,,1,
G. Loia,5/10/2017,7:40,2,Foot,Long Shoal,130,,,1,1,BLRA,,,,,,1,,1,1,,
G. Loia,5/10/2017,7:40,2,Foot,Long Shoal,130,,,1,1,VIRA,,,,,,,1,1,,,
G. Loia,5/10/2017,7:40,2,Foot,Long Shoal,130,,,1,1,VIRA,,,,,,,1,,1,,
G. Loia,5/10/2017,7:40,2,Foot,Long Shoal,130,,,1,1,VIRA,,,,,,,,,1,,
G. Loia,5/18/2017,6:50,3,Foot,Long Shoal,130,,,2,1,NONE,,,,,,,,,,,
G. Loia,4/10/2017,7:50,1,Foot,Long Shoal,131,,,0,1,SESP,,,,,,1,,1,,,
G. Loia,4/10/2017,7:50,1,Foot,Long Shoal,131,,,0,1,SORA,,,,1,,,,,,,
G. Loia,4/10/2017,7:50,1,Foot,Long Shoal,131,,,0,1,VIRA,1,,,,,,,,,,
E. Caffrey,5/10/2017,7:27,2,Foot,Long Shoal,131,,,0,1,KCLRA,,,,1,,,,,,,
E. Caffrey,5/10/2017,7:27,2,Foot,Long Shoal,131,,,0,1,SESP,,1,,,,,,,,,
E. Caffrey,5/18/2017,7:30,3,Foot,Long Shoal,131,,,4,2,KCRA,,,,,,,1,1,,,
E. Caffrey,5/18/2017,7:30,3,Foot,Long Shoal,131,,,4,2,SESP,,,,,1,1,1,,,,VIRA and CLRA heard right after survey
E. Caffrey,5/18/2017,7:30,3,Foot,Long Shoal,131,,,4,2,SORA,,,,,1,,,,,,
E. Caffrey,5/18/2017,7:30,3,Foot,Long Shoal,131,,,4,2,VIRA,,,,,,,,,1,,
E. Caffrey,4/10/2017,7:09,1,Foot,Long Shoal,132,,,0,0,KIRA,,,,,1,,,,,,
E. Caffrey,4/10/2017,7:09,1,Foot,Long Shoal,132,,,0,0,VIRA,,,,,,,1,,,1,
E. Caffrey,4/10/2017,7:09,1,Foot,Long Shoal,132,,,0,0,VIRA,,,,,,,,1,1,1,
E. Caffrey,4/10/2017,7:09,1,Foot,Long Shoal,132,,,0,0,VIRA,,,,,,,,,1,,
G. Loia,5/10/2017,7:03,2,Foot,Long Shoal,132,,,2,2,LEBI,,,,,,,1,,,,
G. Loia,5/10/2017,7:03,2,Foot,Long Shoal,132,,,2,2,SESP,1,1,,,,,,,,,
G. Loia,5/10/2017,7:03,2,Foot,Long Shoal,132,,,2,2,SESP,,,1,,,,,,,,
G. Loia,5/18/2017,7:30,3,Foot,Long Shoal,132,,,4,2,SESP,1,1,1,1,1,1,,,,,"Wind picked up after minute 7, and could no longer distinguish individual SESP"
G. Loia,5/18/2017,7:30,3,Foot,Long Shoal,132,,,4,2,SESP,,1,1,1,1,,,,,,
G. Loia,5/18/2017,7:30,3,Foot,Long Shoal,132,,,4,2,SESP,,1,1,1,1,,1,,,,
G. Loia,5/18/2017,7:30,3,Foot,Long Shoal,132,,,4,2,SESP,,,,,1,1,,,,,
G. Loia,5/18/2017,7:30,3,Foot,Long Shoal,132,,,4,2,SESP,,,,,,1,1,,,,
G. Loia,4/10/2017,7:12,1,Foot,Long Shoal,133,,,0,0,CLRA,,,,,,,,,1,,
G. Loia,4/10/2017,7:12,1,Foot,Long Shoal,133,,,0,0,CLRA,,,,,,,,,,1,
G. Loia,4/10/2017,7:12,1,Foot,Long Shoal,133,,,0,0,SESP,1,1,1,1,1,,,,,,
G. Loia,4/10/2017,7:12,1,Foot,Long Shoal,133,,,0,0,SESP,1,1,1,,,1,,,,,
G. Loia,4/10/2017,7:12,1,Foot,Long Shoal,133,,,0,0,SESP,,1,1,1,,,,,,,
G. Loia,4/10/2017,7:12,1,Foot,Long Shoal,133,,,0,0,VIRA,,,,,1,,,,,,
G. Loia,4/10/2017,7:12,1,Foot,Long Shoal,133,,,0,0,VIRA,,,,,,,,,,1,
E. Caffrey,5/10/2017,7:02,2,Foot,Long Shoal,133,,,0,1,CLRA,,,,,,,,,1,,
E. Caffrey,5/10/2017,7:02,2,Foot,Long Shoal,133,,,0,1,SESP,1,1,,,,,1,,1,,
E. Caffrey,5/10/2017,7:02,2,Foot,Long Shoal,133,,,0,1,SESP,1,1,1,1,,1,1,,1,1,
E. Caffrey,5/10/2017,7:02,2,Foot,Long Shoal,133,,,0,1,SESP,,,,,,,1,1,,1,
E. Caffrey,5/10/2017,7:02,2,Foot,Long Shoal,133,,,0,1,SESP,,,,,,,,,1,,
E. Caffrey,5/10/2017,7:02,2,Foot,Long Shoal,133,,,0,1,VIRA,,,,,,,,1,1,,
E. Caffrey,5/18/2017,7:05,3,Foot,Long Shoal,133,,,4,2,KCRA,,,1,,1,,1,,,,
E. Caffrey,5/18/2017,7:05,3,Foot,Long Shoal,133,,,4,2,SESP,1,1,1,1,,,1,,,1,
E. Caffrey,5/18/2017,7:05,3,Foot,Long Shoal,133,,,4,2,SESP,1,1,1,1,1,1,,,,,
